year,department,value,activity
2010,Bogotá D.C.,6607.17,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2010,Bolívar,295.62,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2010,Boyacá,201.26,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2010,Caldas,267.36,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2010,Caquetá,48.57,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2010,Casanare,40.36,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2010,Cauca,149.25,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2010,Cesar,123.44,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2010,Chocó,30.97,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2010,Córdoba,208.63,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2010,Cundinamarca,432.41,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2010,Guainía,2.21,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2010,Guaviare,7.31,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2010,Huila,273.55,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2010,La Guajira,108.02,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2010,Magdalena,209.27,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2010,Meta,158.26,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2010,Nariño,258.17,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2010,Norte de Santander,422.31,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2010,Putumayo,33.5,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2010,Quindío,113.2,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2010,Risaralda,336.63,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2010,"San Andrés, Providencia y Santa Catalina (Archipiélago)",5.96,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2010,Santander,558.56,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2013,Antioquia,4640.42,Actividades financieras y de seguros
2013,Arauca,51.39,Actividades financieras y de seguros
2010,Sucre,147.32,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2010,Tolima,267.56,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2010,Valle del Cauca,1356.36,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2010,Vaupés,1.92,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2010,Vichada,3.09,"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio"
2010,Amazonas,22.44,Impuestos
2010,Antioquia,7707.57,Impuestos
2010,Arauca,89.02,Impuestos
2010,Atlántico,2574.73,Impuestos
2010,Bogotá D.C.,16591.45,Impuestos
2010,Bolívar,2313.59,Impuestos
2010,Boyacá,1128.6,Impuestos
2010,Caldas,854.63,Impuestos
2010,Caquetá,141.47,Impuestos
2010,Casanare,350.58,Impuestos
2010,Cauca,967.69,Impuestos
2010,Cesar,447.98,Impuestos
2010,Chocó,83.74,Impuestos
2010,Córdoba,667.03,Impuestos
2010,Cundinamarca,3533.28,Impuestos
2010,Guainía,8.34,Impuestos
2010,Guaviare,16.74,Impuestos
2010,Huila,563.81,Impuestos
2010,La Guajira,238.59,Impuestos
2010,Magdalena,522.8,Impuestos
2010,Meta,806.14,Impuestos
2010,Nariño,491.83,Impuestos
2010,Norte de Santander,608.19,Impuestos
2010,Putumayo,105.15,Impuestos
2010,Quindío,285.67,Impuestos
2010,Risaralda,847.21,Impuestos
2010,"San Andrés, Providencia y Santa Catalina (Archipiélago)",84.33,Impuestos
2010,Santander,7514.87,Impuestos
2010,Sucre,303.08,Impuestos
2010,Tolima,932.51,Impuestos
2010,Valle del Cauca,5873.2,Impuestos
2010,Vaupés,6.0,Impuestos
2010,Vichada,11.88,Impuestos
2013,Atlántico,1280.84,Actividades financieras y de seguros
2013,Bogotá D.C.,14660.91,Actividades financieras y de seguros
2013,Bolívar,569.19,Actividades financieras y de seguros
2013,Boyacá,348.36,Actividades financieras y de seguros
2011,Amazonas,100.58,"Agricultura, ganadería, caza, silvicultura y pesca"
2011,Antioquia,5106.74,"Agricultura, ganadería, caza, silvicultura y pesca"
2011,Arauca,670.72,"Agricultura, ganadería, caza, silvicultura y pesca"
2011,Atlántico,289.76,"Agricultura, ganadería, caza, silvicultura y pesca"
2011,Bogotá D.C.,11.52,"Agricultura, ganadería, caza, silvicultura y pesca"
2011,Bolívar,995.53,"Agricultura, ganadería, caza, silvicultura y pesca"
2011,Boyacá,1921.69,"Agricultura, ganadería, caza, silvicultura y pesca"
2011,Caldas,1015.64,"Agricultura, ganadería, caza, silvicultura y pesca"
2011,Caquetá,423.41,"Agricultura, ganadería, caza, silvicultura y pesca"
2011,Casanare,817.35,"Agricultura, ganadería, caza, silvicultura y pesca"
2011,Cauca,1200.81,"Agricultura, ganadería, caza, silvicultura y pesca"
2011,Cesar,1160.95,"Agricultura, ganadería, caza, silvicultura y pesca"
2011,Chocó,493.77,"Agricultura, ganadería, caza, silvicultura y pesca"
2011,Córdoba,1501.71,"Agricultura, ganadería, caza, silvicultura y pesca"
2011,Cundinamarca,5854.73,"Agricultura, ganadería, caza, silvicultura y pesca"
2011,Guainía,26.02,"Agricultura, ganadería, caza, silvicultura y pesca"
2011,Guaviare,112.93,"Agricultura, ganadería, caza, silvicultura y pesca"
2011,Huila,1678.01,"Agricultura, ganadería, caza, silvicultura y pesca"
2011,La Guajira,362.77,"Agricultura, ganadería, caza, silvicultura y pesca"
2011,Magdalena,1438.93,"Agricultura, ganadería, caza, silvicultura y pesca"
2011,Meta,1800.49,"Agricultura, ganadería, caza, silvicultura y pesca"
2011,Nariño,1448.23,"Agricultura, ganadería, caza, silvicultura y pesca"
2011,Norte de Santander,1167.86,"Agricultura, ganadería, caza, silvicultura y pesca"
2011,Putumayo,160.08,"Agricultura, ganadería, caza, silvicultura y pesca"
2011,Quindío,842.18,"Agricultura, ganadería, caza, silvicultura y pesca"
2011,Risaralda,668.98,"Agricultura, ganadería, caza, silvicultura y pesca"
2011,"San Andrés, Providencia y Santa Catalina (Archipiélago)",14.99,"Agricultura, ganadería, caza, silvicultura y pesca"
2011,Santander,3213.34,"Agricultura, ganadería, caza, silvicultura y pesca"
2011,Sucre,503.12,"Agricultura, ganadería, caza, silvicultura y pesca"
2011,Tolima,2252.85,"Agricultura, ganadería, caza, silvicultura y pesca"
2011,Valle del Cauca,3795.94,"Agricultura, ganadería, caza, silvicultura y pesca"
2011,Vaupés,14.0,"Agricultura, ganadería, caza, silvicultura y pesca"
2011,Vichada,156.57,"Agricultura, ganadería, caza, silvicultura y pesca"
2011,Amazonas,1.0,Explotación de minas y canteras
2011,Antioquia,2158.93,Explotación de minas y canteras
2011,Arauca,2497.25,Explotación de minas y canteras
2011,Atlántico,44.73,Explotación de minas y canteras
2011,Bogotá D.C.,271.14,Explotación de minas y canteras
2011,Bolívar,891.92,Explotación de minas y canteras
2011,Boyacá,1783.37,Explotación de minas y canteras
2011,Caldas,122.96,Explotación de minas y canteras
2011,Caquetá,8.25,Explotación de minas y canteras
2011,Casanare,5724.68,Explotación de minas y canteras
2011,Cauca,152.25,Explotación de minas y canteras
2011,Cesar,4626.66,Explotación de minas y canteras
2011,Chocó,1979.73,Explotación de minas y canteras
2011,Córdoba,152.92,Explotación de minas y canteras
2011,Cundinamarca,610.94,Explotación de minas y canteras
2011,Guainía,27.82,Explotación de minas y canteras
2011,Guaviare,2.91,Explotación de minas y canteras
2011,Huila,1409.96,Explotación de minas y canteras
2011,La Guajira,3697.2,Explotación de minas y canteras
2011,Magdalena,22.79,Explotación de minas y canteras
2011,Meta,13877.34,Explotación de minas y canteras
2011,Nariño,134.34,Explotación de minas y canteras
2011,Norte de Santander,328.47,Explotación de minas y canteras
2011,Putumayo,1181.14,Explotación de minas y canteras
2011,Quindío,18.51,Explotación de minas y canteras
2011,Risaralda,31.65,Explotación de minas y canteras
2011,"San Andrés, Providencia y Santa Catalina (Archipiélago)",0.98,Explotación de minas y canteras
2011,Santander,1883.14,Explotación de minas y canteras
2011,Sucre,36.07,Explotación de minas y canteras
2011,Tolima,1081.47,Explotación de minas y canteras
2011,Valle del Cauca,137.48,Explotación de minas y canteras
2011,Vaupés,0.94,Explotación de minas y canteras
2011,Vichada,0.86,Explotación de minas y canteras
2011,Amazonas,10.59,Industrias manufactureras
2011,Antioquia,19098.47,Industrias manufactureras
2011,Arauca,119.66,Industrias manufactureras
2011,Atlántico,5019.01,Industrias manufactureras
2011,Bogotá D.C.,20286.25,Industrias manufactureras
2011,Bolívar,4732.87,Industrias manufactureras
2011,Boyacá,2674.45,Industrias manufactureras
2011,Caldas,1441.05,Industrias manufactureras
2011,Caquetá,97.55,Industrias manufactureras
2011,Casanare,335.73,Industrias manufactureras
2011,Cauca,2152.89,Industrias manufactureras
2011,Cesar,502.47,Industrias manufactureras
2011,Chocó,32.62,Industrias manufactureras
2011,Córdoba,1456.52,Industrias manufactureras
2011,Cundinamarca,9720.23,Industrias manufactureras
2011,Guainía,9.66,Industrias manufactureras
2011,Guaviare,11.21,Industrias manufactureras
2011,Huila,429.21,Industrias manufactureras
2011,La Guajira,49.95,Industrias manufactureras
2011,Magdalena,431.47,Industrias manufactureras
2011,Meta,623.38,Industrias manufactureras
2011,Nariño,326.15,Industrias manufactureras
2011,Norte de Santander,868.34,Industrias manufactureras
2011,Putumayo,37.76,Industrias manufactureras
2011,Quindío,335.48,Industrias manufactureras
2011,Risaralda,1508.66,Industrias manufactureras
2011,"San Andrés, Providencia y Santa Catalina (Archipiélago)",14.4,Industrias manufactureras
2011,Santander,8489.69,Industrias manufactureras
2011,Sucre,606.55,Industrias manufactureras
2011,Tolima,1737.41,Industrias manufactureras
2011,Valle del Cauca,12137.93,Industrias manufactureras
2011,Vaupés,0.38,Industrias manufactureras
2011,Vichada,5.19,Industrias manufactureras
2011,Amazonas,17.59,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2011,Antioquia,5002.62,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2011,Arauca,29.79,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2011,Atlántico,1900.21,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2011,Bogotá D.C.,3859.75,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2011,Bolívar,723.89,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2011,Boyacá,1249.96,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2011,Caldas,676.91,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2011,Caquetá,19.22,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2011,Casanare,160.83,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2011,Cauca,366.36,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2011,Cesar,281.29,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2011,Chocó,28.28,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2011,Córdoba,484.61,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2011,Cundinamarca,2347.61,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2011,Guainía,0.65,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2013,Caldas,333.92,Actividades financieras y de seguros
2011,Guaviare,5.68,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2011,Huila,575.95,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2011,La Guajira,326.07,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2011,Magdalena,162.16,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2011,Meta,229.85,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2011,Nariño,169.12,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2011,Norte de Santander,244.06,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2011,Putumayo,11.2,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2011,Quindío,128.92,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2011,Risaralda,277.47,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2011,"San Andrés, Providencia y Santa Catalina (Archipiélago)",22.48,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2011,Santander,769.43,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2011,Sucre,114.16,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2011,Tolima,375.05,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2011,Valle del Cauca,2199.47,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2011,Vaupés,0.65,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2011,Vichada,3.24,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental"
2011,Amazonas,27.36,Construcción
2011,Antioquia,5020.35,Construcción
2011,Arauca,333.27,Construcción
2011,Atlántico,1243.35,Construcción
2011,Bogotá D.C.,8545.91,Construcción
2011,Bolívar,1805.03,Construcción
2011,Boyacá,1448.72,Construcción
2011,Caldas,630.55,Construcción
2011,Caquetá,253.87,Construcción
2011,Casanare,493.08,Construcción
2011,Cauca,587.84,Construcción
2011,Cesar,750.11,Construcción
2011,Chocó,153.04,Construcción
2011,Córdoba,871.41,Construcción
2011,Cundinamarca,2726.46,Construcción
2011,Guainía,41.31,Construcción
2011,Guaviare,61.58,Construcción
2011,Huila,1750.99,Construcción
2011,La Guajira,377.38,Construcción
2011,Magdalena,1044.54,Construcción
2011,Meta,1942.84,Construcción
2011,Nariño,752.43,Construcción
2011,Norte de Santander,1010.73,Construcción
2011,Putumayo,160.9,Construcción
2011,Quindío,548.8,Construcción
2011,Risaralda,826.93,Construcción
2011,"San Andrés, Providencia y Santa Catalina (Archipiélago)",21.87,Construcción
2011,Santander,4625.31,Construcción
2011,Sucre,469.13,Construcción
2011,Tolima,889.3,Construcción
2011,Valle del Cauca,2554.26,Construcción
2011,Vaupés,34.72,Construcción
2011,Vichada,34.86,Construcción
2011,Amazonas,150.54,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2011,Antioquia,16211.4,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2011,Arauca,406.34,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2011,Atlántico,5848.59,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2011,Bogotá D.C.,33128.21,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2011,Bolívar,4135.1,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2011,Boyacá,3706.32,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2011,Caldas,1885.04,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2011,Caquetá,521.9,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2011,Casanare,1933.37,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2011,Cauca,1487.24,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2011,Cesar,1539.64,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2011,Chocó,379.7,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2011,Córdoba,1738.08,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2011,Cundinamarca,5891.29,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2011,Guainía,38.43,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2011,Guaviare,104.93,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2011,Huila,1938.68,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2011,La Guajira,922.25,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2011,Magdalena,1833.79,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2011,Meta,2809.57,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2011,Nariño,1972.62,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2011,Norte de Santander,2115.39,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2011,Putumayo,402.16,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2011,Quindío,1133.52,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2011,Risaralda,2160.37,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2011,"San Andrés, Providencia y Santa Catalina (Archipiélago)",590.84,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2011,Santander,5587.53,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2011,Sucre,989.79,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2011,Tolima,2675.47,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2011,Valle del Cauca,11598.0,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2011,Vaupés,47.06,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2011,Vichada,46.51,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida
2011,Amazonas,4.23,Información y comunicaciones
2011,Antioquia,2915.43,Información y comunicaciones
2011,Arauca,28.21,Información y comunicaciones
2011,Atlántico,862.63,Información y comunicaciones
2011,Bogotá D.C.,8108.22,Información y comunicaciones
2011,Bolívar,513.57,Información y comunicaciones
2011,Boyacá,327.13,Información y comunicaciones
2011,Caldas,344.69,Información y comunicaciones
2011,Caquetá,56.59,Información y comunicaciones
2011,Casanare,70.79,Información y comunicaciones
2011,Cauca,136.55,Información y comunicaciones
2011,Cesar,194.36,Información y comunicaciones
2011,Chocó,34.17,Información y comunicaciones
2011,Córdoba,343.42,Información y comunicaciones
2011,Cundinamarca,1075.11,Información y comunicaciones
2011,Guainía,0.45,Información y comunicaciones
2011,Guaviare,5.37,Información y comunicaciones
2011,Huila,275.27,Información y comunicaciones
2011,La Guajira,72.67,Información y comunicaciones
2011,Magdalena,215.41,Información y comunicaciones
2011,Meta,252.83,Información y comunicaciones
2011,Nariño,201.09,Información y comunicaciones
2011,Norte de Santander,211.21,Información y comunicaciones
2011,Putumayo,11.09,Información y comunicaciones
2011,Quindío,135.37,Información y comunicaciones
2011,Risaralda,356.86,Información y comunicaciones
2011,"San Andrés, Providencia y Santa Catalina (Archipiélago)",14.71,Información y comunicaciones
2011,Santander,1159.28,Información y comunicaciones
2011,Sucre,134.65,Información y comunicaciones
2011,Tolima,466.54,Información y comunicaciones
2011,Valle del Cauca,1897.09,Información y comunicaciones
2011,Vaupés,0.22,Información y comunicaciones
2011,Vichada,3.25,Información y comunicaciones
2011,Amazonas,9.88,Actividades financieras y de seguros
2011,Antioquia,3960.82,Actividades financieras y de seguros
2011,Arauca,51.39,Actividades financieras y de seguros
2011,Atlántico,1130.69,Actividades financieras y de seguros
2011,Bogotá D.C.,12501.67,Actividades financieras y de seguros
2011,Bolívar,479.45,Actividades financieras y de seguros
2011,Boyacá,309.51,Actividades financieras y de seguros
2011,Caldas,305.8,Actividades financieras y de seguros
2011,Caquetá,64.26,Actividades financieras y de seguros
2011,Casanare,120.77,Actividades financieras y de seguros
2011,Cauca,177.93,Actividades financieras y de seguros
2011,Cesar,221.55,Actividades financieras y de seguros
2011,Chocó,42.35,Actividades financieras y de seguros
2011,Córdoba,247.14,Actividades financieras y de seguros
2011,Cundinamarca,413.84,Actividades financieras y de seguros
2011,Guainía,3.89,Actividades financieras y de seguros
2011,Guaviare,11.63,Actividades financieras y de seguros
2011,Huila,259.34,Actividades financieras y de seguros
2011,La Guajira,96.73,Actividades financieras y de seguros
2011,Magdalena,205.55,Actividades financieras y de seguros
2011,Meta,304.38,Actividades financieras y de seguros
2011,Nariño,245.97,Actividades financieras y de seguros
